Name,Bereich,Link,Email,Ort,Hinweis,Einrichtung,Standort,Status (Trinh),Webseite,Art,Niveau,Aktion,Gmail,Startdatum,Status Phuong|Hofa,Status - Trung (Hanoi),Status Minh (Berlin),Cong|Refa|München,Last edited time,Status Quynh|Hofa
Deutsche Bahn AG,Restaurant,https://www.stellenanzeigen.de/job/ausbildung-fachkraft-fuer-gastronomie-im-bordservice-2023-w-m-d-berlin-4984869/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=Free&subkategorie=199X&campaign=ba,,Berlin,,,,,,,,,,,Not started,Not started,Not started,Not started,"March 19, 2023 9:49 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=2EshBMZjY1pryUAHX4_JjoOUhrNJ2YO8qcE8pyk1K28%3D__del__Kindertraum%20Hoppegarten%20GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1193539161-S,,Berlin,,,,,,,,,,,Not started,Not started,Not started,Not started,"March 19, 2023 9:52 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=5d-DgzOPb_W9dbs4mCiwIpqysraqkmLW6P-Su8QCP3A%3D__del__Oranien%20Hotelbetriebs%20GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191251806-S,,Berlin,,,,,,,,,,,Not started,Not started,Not started,Not started,"March 19, 2023 9:52 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=yfeZUlozwDFmOBhTYhe5GIVfJINLM4wvgMqhVLL8xTQ%3D__del__Hotel%20Ampervilla%20BetriebsgmbH%20%26%20Co.%20KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/TLelGoJFBeYMLPqt_tQVR6fSEAS7_7LKWRjwqOHR3eA%3D,romi600@gmail.com,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 20, 2023 5:34 PM",Not started
https://de.indeed.com/cmp/Nh-8adc4d2a?campaignid=mobvjcmp&from=mobviewjob&tk=1grt6413qjv6j800&fromjk=64d15744d06b6efa,Restaurant,https://de.indeed.com/Ausbildung-Restaurantfachmann-Jobs-in-M%C3%BCnchen?vjk=64d15744d06b6efa,Externe Bewerbung,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 20, 2023 4:03 PM",Not started
Münchner Stubn,Restaurant,https://www.muenchner-stubn.de/de/jobs,servus@muenchner-stubn.de,München,Initiativbewerbung,,"Bayerstraße 35-37, 80335 München",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 6:11 PM",Not started
"Doma –
Restaurant & Bar",Restaurant,https://doma-restaurant.de/,office@doma-restaurant.de,München,Initiativbewerbung,,"Prälat-Zistl-Str. 10
80331 München",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 6:16 PM",Not started
DO & CO Hotel München GmbH,Restaurant,https://www.docohotel.com/munich/en/jobs/,Externe Initiativbewerbung,München,,,"Parkring 35
D-85748 Garching",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 4:56 PM",Not started
"goldmarie
 – Essen und Trinken",Restaurant,http://www.goldmarie-muenchen.de/,post@goldmarie-muenchen.de,München,Initiativbewerbung,,"Schmellerstr. 23, 80337 München",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 6:24 PM",Not started
Zwickl – Gastlichkeit am Viktualienmarkt,Restaurant,https://www.zwickl-muenchen.de/,info@zwickl-muenchen.de,München,Initiativbewerbung,,"Dreifaltigkeitsplatz 2
80331 München",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 6:32 PM",Not started
The Hosts Group GmbH,Restaurant,https://sirhelga.com/impressum/,info@the-hosts-group.com,München,Initiativbewerbung,,"Plinganserstraße 150
81369 München",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 6:39 PM",Not started
Laurin Restaurant & Bar,Restaurant,https://www.restaurant-laurin.de/impressum/,kontakt@restaurant-laurin.de,München,Initiativbewerbung,,"Heiliggeiststraße 6
80331 München",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 6:56 PM",Not started
35 milli(m)eter München,Restaurant,https://35mmm.de/jobs/,35mm@kinopolis.de,München,Initiativbewerbung,,Bayerstrasse 3-5 · 80335 München,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 7:04 PM",Not started
Hotel Vier Jahreszeiten GmbH,Restaurant,https://www.schwarzreiter-muenchen.de/jobs/,jobs.muc@kempinski.com,München,Initiativbewerbung,,"Maximilianstraße 17
80539 München",,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 7:10 PM",Not started
Gast & Wirt GmbH,Restaurant,https://www.heimwerk-restaurant.de/karriere/,personal.duesseldorf@heimwerk-restaurant.de,München,Ausbildung zur Fachkraft für Systemgastronomie (m/w/d) / Gastgewerbe (m/w/d),,"Prannerstraße 10

80333 München",,,,,,,,Not started,Not started,Not started,Not started,"March 21, 2023 5:20 PM",Not started
"KLIMENTI’S RESTAURANT und
LITTLE KLIMENTI’S",Restaurant,https://klimentis.de/,info@klimentis.de,München,Initiativbewerbung,,"Kellerstr. 1, Eingang Preysingstr. 2
81667 München",,,,,,,,Not started,Not started,Not started,Not started,"March 21, 2023 5:21 PM",Not started
Conti Restaurant,Restaurant,https://conti-restaurant.de/,info@conti-restaurant.de,München,Initiativbewerbung,,"Max-Joseph-Straße 5
80333 München",,,,,,,,Not started,Not started,Not started,Not started,"March 21, 2023 5:22 PM",Not started
Blauer Bock Restaurant GmbH & Co. KG,Restaurant,http://www.restaurant-blauerbock.de/impressum.php,mail@restaurant-blauerbock.de,München,Initiativbewerbung,,"Sebastiansplatz 9
80331 München",,,,,,,,Not started,Not started,Not started,Not started,"March 21, 2023 5:23 PM",Not started
"Vollzeit - Ausbildung Fachmann/-frau für Systemgastronomie (m/w/d) in München, Bahnhofplatz 2 (S-Bah",Restaurant,,Externe Bewerbung,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 21, 2023 5:47 PM",Not started
Pension Wernicke-Das-Original,Hotel,http://pension-wernicke-das-original.hotel-in-berlin.org/de/#main,,Berlin,InitBewerbung,,Außerhalb vom Zentrum,,,,,,,,Not started,Not started,Not started,Not started,"April 11, 2023 9:34 PM",Not started
Dori´s 108,Hotel,https://www.dorishotel108.com/,info@dorishotel.de,Berlin,InitBewerbung,,,,,,,,,,Not started,Not started,Not started,Not started,"April 6, 2023 9:43 PM",Email gesendet
Gästehaus Alpinia,Hotel,https://www.gaestehaus-alpinia.de/,info@gaestehaus-alpinia.de,Berlin,InitBew,,Außerhalb vom Zentrum,,,,,,,,Not started,Not started,Not started,Not started,"April 19, 2023 11:53 AM",Email ready
Hotel Pension Pamina,Hotel,https://www.pension-pamina.de/impressum080623fe,info@pension-pamina.de,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"April 18, 2023 9:20 AM",Email gesendet
Aparion Apartments Berlin,Hotel,https://www.aparion.de/,berlin@aparion.de,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"April 14, 2023 9:45 AM",Email gesendet
Residenz Villa Kult,Hotel,https://www.villakult.de/de/,kultart@villakult.de,Berlin,InitBew,,Außerhalb Berlin,,,,,,,,Not started,Not started,Not started,Not started,"April 19, 2023 12:27 PM",Email ready
Hotel Erlanger Hof GmbH,Hotel,https://www.erlanger-hof.de/,info@erlanger-hof.de,Berlin,InitBew,,Berlin Neu-Köln,,,,,,,,Not started,Not started,Not started,Not started,"April 18, 2023 9:26 AM",Email gesendet
Hotel Berliner Bär,Hotel,https://www.hotel-berliner-baer.de/KONTAKT,info@hotel-berliner-baer.de,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"April 6, 2023 9:55 PM",Email gesendet
Hotel Grand Inn Berlin,Hotel,http://www.hotelin-berlin.de/de/property/grand-inn.html,,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"March 29, 2023 9:20 PM",Not started
Hotel Riu Plaza Berlin,Hotel,https://www.riu.com/de/hotel/deutschland/berlin/hotel-riu-plaza-berlin/,,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"March 29, 2023 9:21 PM",Not started
the niu Dwarf,Hotel,https://the.niu.de/hotels/deutschland/berlin/the-niu-dwarf,info@the.niu.de,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"April 18, 2023 12:17 PM",Email gesendet
Seminaris CampusHotel Berlin,Hotel,https://www.seminaris.de/hotels/tagungshotel-berlin-dahlem/,info.ber61@seminaris.com,Berlin,"InitBew
https://www.seminaris.de/karriere/bewerbung/?Ausbildung-zum-Hotelfachmann",,,,,,,,,,Not started,Not started,Not started,Not started,"April 18, 2023 9:46 AM",Email gesendet
Vienna House by Wyndham Andel’s Berlin,Hotel,https://www.viennahouse.com/de/andels-berlin/das-hotel/uebersicht.html,info.andels-berlin@viennahouse.com,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"March 29, 2023 9:28 PM",Not started
Leonardo Hotel Berlin,Hotel,https://www.leonardo-hotels.de/berlin/leonardo-hotel-berlin,https://jobs.leonardo-hotels.com/stellenangebote/9450443/bewerbung?tms-lang=de,Berlin,InitBew Bewerbung auf der Website,,,,,,,,,,Not started,Not started,Not started,Not started,"April 14, 2023 9:56 AM",Email gesendet
Motel Plus Berlin Neukoelln,Hotel,https://motelplus-berlin.de/,information@motelplus-berlin.de,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"April 18, 2023 9:14 AM",Email gesendet
Hotel Atlas Berlin,Hotel,https://www.atlas-hotel-berlin.de/?lang=de,info@atlasberlinhotel.de,Berlin,InitBew,,,,,,,,,,Not started,Not started,Not started,Not started,"April 18, 2023 8:59 AM",Email gesendet
